track id,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,mood,age
1,0,1,0,0,0,0,1,1,0,3,21
1,0,0,0,1,0,0,0,0,0,3,41
1,0,0,0,1,0,0,0,0,1,3,24
1,0,0,0,0,1,0,0,0,0,3,32
1,0,0,0,1,1,0,0,0,0,4,21
1,0,1,0,1,0,0,0,0,1,3,45
1,0,0,0,0,1,0,0,0,0,4,30
1,0,1,1,0,1,0,0,0,0,4,70
1,0,0,0,0,1,0,1,0,0,2,60
1,0,0,0,0,1,0,0,0,0,5,54
1,0,0,0,1,1,0,1,0,0,4,16
1,0,0,1,1,0,0,0,0,0,4,30
1,0,0,1,1,0,0,0,0,1,1,33
1,0,0,0,1,1,0,0,0,1,4,16
1,1,0,0,0,1,0,0,0,1,3,33
1,0,1,0,0,0,0,0,0,0,4,41
1,1,1,0,0,0,0,1,0,0,5,40
1,0,0,1,0,0,0,0,0,1,5,61
1,0,1,0,0,0,1,0,0,1,3,26
1,1,0,0,0,1,0,0,0,0,3,22
1,0,0,0,1,0,0,0,0,0,4,51
1,0,0,0,0,1,0,0,0,0,4,20
1,0,0,0,0,1,0,0,0,0,4,41
1,0,1,1,0,1,0,0,0,0,4,63
1,0,0,0,1,1,0,0,0,0,3,37
1,0,0,1,1,0,0,0,0,1,1,33
1,0,1,0,0,1,0,0,0,1,4,51
1,1,1,0,0,1,0,0,0,0,3,21
1,0,0,0,0,0,0,0,0,1,3,30
1,0,1,0,1,0,0,0,0,1,3,60
1,1,0,1,0,1,0,0,0,0,4,21
1,0,0,0,0,1,0,0,0,0,4,46
1,0,0,0,0,0,0,0,0,1,4,25
1,0,0,0,0,1,0,0,0,0,3,42
1,0,1,0,0,1,0,0,0,1,4,28
1,0,1,1,0,1,0,0,0,0,2,37
1,0,0,0,1,0,0,0,0,0,4,57
1,0,0,0,1,1,0,0,1,0,4,22
1,0,0,1,0,0,0,0,1,1,3,24
1,1,0,1,0,1,0,0,0,0,4,30
1,0,0,0,0,1,0,0,0,0,5,49
1,0,1,0,0,1,0,0,0,0,3,41
1,0,0,0,0,1,0,0,0,1,3,51
1,0,1,0,0,1,0,0,0,0,3,27
1,1,1,0,0,1,0,0,0,0,2,23
1,0,1,0,0,1,0,0,0,0,4,24
1,0,0,0,0,1,0,0,0,0,4,22
1,0,0,0,0,0,0,0,0,0,2,28
2,0,0,0,0,1,0,0,0,0,3,41
2,0,1,0,1,1,0,0,0,0,3,18
2,0,0,0,0,1,1,0,0,0,5,22
2,0,1,1,0,1,0,0,0,0,4,22
2,0,0,0,0,1,0,0,0,0,5,36
2,0,1,1,0,1,0,0,0,0,5,54
2,0,0,1,0,1,0,0,0,0,5,46
2,0,0,0,0,1,0,0,0,0,3,45
2,1,1,0,0,0,0,0,0,0,3,22
2,0,0,0,0,1,0,0,0,0,4,30
2,0,0,1,0,1,0,0,0,0,4,70
2,0,0,1,0,1,0,0,0,0,2,46
2,0,1,0,1,0,0,1,0,0,4,16
2,0,0,1,1,1,0,0,0,0,3,32
2,0,0,0,1,1,0,0,0,0,4,30
2,0,0,1,0,1,0,0,0,0,3,33
2,0,1,0,0,1,0,0,0,0,3,27
2,0,0,0,1,0,0,0,0,0,4,51
2,0,0,1,1,1,0,0,0,0,4,63
2,0,0,0,1,1,0,0,0,1,3,37
2,0,0,1,1,1,0,0,0,0,3,27
2,0,0,0,1,1,0,0,0,1,1,33
2,0,0,0,0,1,0,0,0,1,3,30
2,0,1,1,0,1,0,0,0,0,2,37
2,1,0,1,0,1,0,0,0,0,4,21
2,0,0,0,0,1,0,0,0,0,4,46
2,0,0,0,1,0,0,0,0,1,4,25
2,0,0,0,0,1,0,0,0,0,3,42
2,1,0,0,0,0,0,0,1,0,3,58
2,0,0,0,1,0,0,0,0,0,4,57
2,0,0,1,0,0,1,0,0,0,4,22
2,0,0,0,0,1,0,0,0,0,4,20
2,0,0,0,0,1,0,0,0,0,3,36
2,0,0,1,0,0,0,0,0,0,4,25
2,0,0,1,0,0,0,0,0,0,5,34
2,0,0,0,0,1,0,0,0,0,5,25
2,0,0,0,0,1,0,0,0,0,3,51
2,0,0,1,0,0,0,0,0,0,5,34
2,0,1,0,1,1,0,0,0,0,4,30
2,1,0,1,1,0,0,0,0,0,4,38
2,0,0,1,0,1,0,0,0,0,3,22
2,0,0,1,0,0,0,0,0,0,5,34
2,0,0,0,0,1,0,0,0,0,3,51
2,0,0,1,1,1,0,0,0,0,3,50
2,1,0,0,1,1,0,0,0,0,2,23
2,0,0,1,0,1,0,0,0,0,4,33
2,0,0,0,1,1,0,0,0,1,3,32
3,0,0,0,0,0,0,1,0,0,5,51
3,0,0,0,0,0,0,1,0,0,5,36
3,1,0,0,0,1,0,0,0,0,4,46
3,0,0,0,0,0,0,0,1,1,3,45
3,0,1,0,0,0,0,0,0,0,4,30
3,0,0,0,0,0,1,1,0,0,4,70
3,0,1,0,0,0,1,0,0,0,4,54
3,0,0,0,0,0,1,1,1,0,4,16
3,0,0,0,1,0,0,1,0,0,4,30
3,0,0,0,0,0,0,0,1,1,3,33
3,0,1,0,0,0,0,0,1,0,4,17
3,0,0,0,0,0,1,0,0,0,3,35
3,0,1,0,0,0,0,0,0,0,4,51
3,0,1,0,1,0,0,1,0,0,4,63
3,0,0,0,0,0,0,0,1,0,3,29
3,1,0,0,0,0,1,1,0,0,4,20
3,0,1,0,1,1,0,0,0,0,3,37
3,0,1,0,1,0,0,0,0,0,4,25
3,0,1,0,0,0,0,0,0,0,3,30
3,0,1,0,0,0,0,0,1,1,1,33
3,0,0,1,0,0,0,1,0,0,3,30
3,0,0,0,0,0,1,0,0,0,3,36
3,0,0,0,1,0,1,0,0,1,4,19
3,0,1,1,0,0,0,0,0,0,5,25
3,1,0,0,0,0,1,1,0,0,4,21
3,0,1,0,0,0,0,0,0,0,4,34
3,0,0,0,0,0,0,1,0,0,4,46
3,1,1,0,0,1,0,0,0,0,5,30
3,0,0,0,1,0,0,0,0,1,4,25
3,0,0,0,0,0,0,1,0,0,3,58
3,0,0,0,0,0,0,0,1,0,4,57
3,0,0,0,0,0,1,1,0,0,4,20
3,1,0,1,0,0,0,1,0,0,4,30
3,0,1,0,0,0,0,0,1,0,3,48
3,0,0,0,0,0,1,0,1,0,4,38
3,0,0,0,0,0,0,1,0,0,3,51
3,0,0,1,0,0,0,1,0,0,4,26
3,0,1,0,0,0,1,1,0,0,3,27
3,0,1,0,0,0,0,0,0,1,5,25
3,0,0,0,0,0,1,0,0,0,4,33
3,1,0,1,0,0,0,1,0,0,4,22
3,1,0,0,1,0,0,1,0,0,5,44
3,0,0,0,0,0,1,0,1,1,2,28
3,0,1,0,1,0,0,0,0,0,4,33
3,1,0,1,0,0,0,1,0,0,3,18
3,0,0,0,0,0,0,0,1,0,4,59
4,0,0,0,1,1,0,0,0,0,5,36
4,0,0,0,1,1,0,0,0,0,4,46
4,1,0,1,0,1,0,0,0,0,3,45
4,0,1,0,0,1,0,0,0,0,5,25
4,0,0,1,1,1,0,0,0,0,4,47
4,0,1,0,1,0,0,0,0,0,4,30
4,0,0,0,0,1,0,0,0,0,3,33
4,0,0,0,0,0,0,0,1,0,3,28
4,0,0,0,1,0,0,0,0,0,3,35
4,0,0,0,0,1,0,0,0,0,4,51
4,0,0,0,0,1,0,0,0,1,3,36
4,0,0,1,0,1,0,0,0,0,3,29
4,0,0,1,1,1,0,0,0,0,4,21
4,0,0,0,0,1,0,0,0,1,3,36
4,0,0,1,0,1,0,0,0,0,4,20
4,0,0,1,1,0,0,0,0,1,1,33
4,0,0,0,0,1,0,0,0,0,3,30
4,0,0,0,0,1,1,0,0,1,4,19
4,1,0,1,0,1,0,0,0,0,3,27
4,0,0,1,1,1,0,0,0,0,2,29
4,0,0,1,1,1,0,0,0,0,5,45
4,0,0,1,0,1,0,0,0,0,5,25
4,0,0,1,1,1,0,0,0,0,4,30
4,0,1,1,0,1,0,0,0,0,5,30
4,0,0,0,1,0,0,0,0,0,4,46
4,0,0,1,1,1,0,0,0,0,4,26
4,0,1,0,1,1,0,0,0,0,4,42
4,0,0,1,1,1,0,0,0,0,4,22
4,0,0,1,0,0,0,0,0,0,4,57
4,0,0,0,1,0,0,0,0,1,4,24
4,0,1,1,0,1,0,0,0,0,4,30
4,0,0,1,1,1,0,0,0,0,5,28
4,0,0,0,0,1,0,0,0,0,3,48
4,1,0,1,0,1,0,0,0,0,4,38
4,0,0,0,0,1,0,0,0,0,3,51
4,0,0,1,0,1,0,0,0,0,4,33
4,1,0,1,0,0,0,0,0,0,4,33
4,0,0,0,1,1,0,0,0,1,5,44
4,0,0,1,1,1,0,0,0,0,2,28
4,0,0,0,1,0,0,0,0,0,4,59
4,1,0,1,0,1,0,0,0,0,4,69
4,0,1,0,0,0,0,0,0,0,5,51
5,0,1,0,0,0,0,0,0,0,3,35
5,0,0,0,1,1,0,1,0,0,5,27
5,0,1,1,1,0,0,0,0,0,4,47
5,0,1,1,0,0,0,1,0,0,4,37
5,0,0,1,0,1,0,0,0,0,3,28
5,0,0,0,0,0,0,0,1,1,4,25
5,0,1,0,0,0,0,0,0,0,3,33
5,0,0,1,1,0,0,0,0,0,4,26
5,0,0,0,0,0,0,0,0,1,4,51
5,0,0,1,0,1,0,0,0,0,4,26
5,0,1,0,0,0,0,0,1,1,4,21
5,0,0,1,1,0,0,0,0,1,1,33
5,0,0,0,0,1,0,0,0,0,4,22
5,0,0,0,1,1,0,0,0,1,2,29
5,0,1,0,1,0,0,0,0,1,5,45
5,0,0,0,1,0,0,0,0,1,5,25
5,0,0,0,1,0,0,0,0,0,4,30
5,0,0,1,0,0,0,1,0,0,4,42
5,0,0,0,0,0,0,0,1,0,4,46
5,0,0,0,0,1,0,0,0,0,4,28
5,0,0,0,1,1,0,0,0,0,4,26
5,0,0,1,1,1,0,0,0,0,3,61
5,0,0,0,1,1,0,0,1,0,4,37
5,0,0,1,1,0,0,0,1,0,4,40
5,1,0,0,0,0,0,0,0,0,4,57
5,0,0,0,1,1,0,0,1,0,4,30
5,0,1,1,0,1,0,0,0,0,4,40
5,0,1,0,1,0,0,0,0,0,4,24
5,0,0,1,0,0,0,0,0,1,3,26
5,0,1,0,0,0,0,0,0,1,2,25
5,0,1,0,1,0,0,0,0,0,3,48
5,0,0,0,1,1,0,0,1,0,4,38
5,0,0,0,0,0,0,0,0,1,3,51
5,0,0,1,1,1,0,0,0,0,5,28
5,0,0,0,0,1,0,0,0,0,5,46
5,1,0,0,0,0,0,0,0,0,4,33
5,0,1,0,0,0,1,0,1,0,5,44
5,0,1,1,1,0,0,0,0,0,3,37
5,0,1,0,1,0,0,0,0,1,5,45
5,0,0,0,1,0,0,0,0,1,2,28
5,0,0,1,0,0,1,0,0,0,5,25
5,0,0,0,1,0,0,0,0,0,5,51
5,0,0,0,1,0,0,0,0,1,5,36
5,0,0,0,1,0,0,0,0,1,4,46
6,1,0,0,0,0,0,0,0,0,3,35
6,1,1,0,0,1,0,0,0,0,2,23
6,0,0,0,0,1,0,1,0,0,3,28
6,0,0,1,0,0,1,1,0,0,5,27
6,0,0,1,1,1,0,0,0,0,4,47
6,0,0,0,0,1,0,0,0,0,4,37
6,0,0,1,1,1,0,0,0,0,4,65
6,0,0,0,1,1,0,1,0,0,2,28
6,0,0,0,1,0,0,0,0,0,4,25
6,0,0,0,1,0,0,0,0,0,3,33
6,0,1,0,0,1,0,0,0,0,4,51
6,0,1,1,1,0,0,0,0,0,3,26
6,0,0,0,1,0,0,0,0,0,4,22
6,0,0,1,0,1,0,0,0,0,1,33
6,0,1,1,1,0,0,0,0,0,4,20
6,0,0,0,0,1,0,0,0,1,5,25
6,0,1,0,0,1,0,1,0,0,3,24
6,0,0,0,1,0,1,0,0,0,3,30
6,0,0,0,1,1,0,0,0,0,2,29
6,1,0,0,0,1,0,1,0,0,5,45
6,0,0,0,0,1,0,0,0,0,5,28
6,0,0,0,0,1,0,0,0,0,4,30
6,1,0,1,0,0,0,1,0,0,3,37
6,0,0,0,0,0,0,0,1,0,4,26
6,0,0,1,0,1,0,1,0,0,4,40
6,0,0,0,1,1,0,0,0,1,4,30
6,0,1,0,0,0,0,0,0,0,2,23
6,0,0,1,0,1,0,0,0,0,4,40
6,0,0,0,0,1,0,0,0,1,4,24
6,0,0,0,0,0,0,1,1,1,3,26
6,0,0,0,0,1,0,0,1,0,5,28
6,0,1,0,1,0,0,0,0,0,3,48
6,0,0,0,1,0,0,1,0,1,4,38
6,0,0,0,1,0,0,0,0,0,3,51
6,0,1,0,0,0,0,0,0,0,5,46
6,0,0,0,0,1,0,0,0,0,4,33
6,1,0,1,0,0,0,1,0,0,5,44
6,0,0,0,0,1,0,0,0,0,5,45
6,0,0,0,0,1,0,0,0,1,2,28
6,0,0,0,0,0,0,1,1,0,5,25
6,0,1,0,0,0,0,0,1,0,4,69
6,0,0,0,0,1,0,0,0,0,4,59
6,0,0,0,0,1,0,0,0,0,5,51
6,0,0,0,0,0,0,0,0,0,5,36
6,0,0,0,0,1,0,0,0,0,4,36
6,0,1,0,0,1,1,0,0,0,4,37
6,0,0,0,0,0,0,0,1,0,4,46
7,0,1,0,0,0,1,1,0,0,4,27
7,1,0,0,0,1,0,0,0,0,4,37
7,0,0,0,0,0,1,1,0,1,5,27
7,1,0,0,0,0,1,1,0,0,4,47
7,1,0,0,0,0,0,1,0,0,3,42
7,1,0,1,0,0,0,1,0,0,3,22
7,1,0,0,0,0,0,1,1,0,4,16
7,0,0,0,0,0,0,1,0,0,4,51
7,1,0,0,0,0,0,1,0,0,5,28
7,0,0,0,1,0,0,1,1,0,3,33
7,1,0,0,0,0,0,1,0,0,3,26
7,0,0,0,0,0,0,1,0,0,4,22
7,1,0,1,0,0,0,1,0,0,4,21
7,0,0,0,0,0,1,1,0,0,3,24
7,0,0,1,0,0,1,0,0,0,3,30
7,0,0,0,0,0,0,1,0,0,2,29
7,0,0,0,0,0,0,1,0,0,4,30
7,0,0,0,0,0,0,1,0,0,5,49
7,0,0,1,0,1,0,1,0,0,3,37
7,0,0,0,1,0,0,0,1,0,4,26
7,1,0,0,0,1,0,1,0,0,4,40
7,0,0,0,0,0,0,1,0,0,4,40
7,1,1,0,0,0,0,1,0,0,3,26
7,0,0,0,1,0,0,0,0,0,3,24
7,0,0,1,0,1,0,1,0,0,3,26
7,0,0,0,0,0,0,1,0,0,3,48
7,0,1,0,0,0,0,1,0,0,4,38
7,0,0,0,0,0,0,1,0,0,3,51
7,0,0,0,0,0,0,1,0,0,5,46
7,1,0,0,0,0,0,0,0,0,4,33
7,0,1,0,0,0,0,1,1,0,4,37
7,0,0,1,0,0,0,1,0,0,2,23
7,0,0,1,0,1,0,1,0,0,4,20
7,0,0,0,0,0,0,1,1,0,5,45
7,0,0,0,0,0,0,1,0,0,4,36
7,0,0,0,0,0,0,1,1,0,2,28
7,0,0,0,0,0,1,1,0,0,4,69
7,1,0,0,1,0,0,1,0,0,2,23
7,1,0,0,0,0,0,1,0,0,5,25
7,1,0,0,0,0,0,0,0,0,4,59
7,1,0,0,0,0,1,0,0,0,5,51
7,0,0,0,0,0,0,1,0,0,5,36
7,0,0,0,0,0,0,0,0,0,2,67
7,0,0,0,0,0,1,1,0,0,4,46
7,1,0,0,0,0,0,1,0,0,3,28
7,0,0,0,0,0,1,1,1,0,4,65
7,0,0,0,0,0,1,0,0,0,3,35
8,0,0,1,0,0,0,0,0,0,3,42
8,0,1,0,1,1,0,0,0,0,4,19
8,0,0,0,1,0,0,0,0,0,4,51
8,0,0,0,0,0,0,0,1,0,4,22
8,0,0,0,1,1,0,0,0,0,3,82
8,0,0,0,1,0,0,0,1,1,3,33
8,0,1,0,0,1,0,0,0,1,3,37
8,0,0,0,0,1,0,0,0,0,3,26
8,0,0,1,1,0,0,1,0,0,3,24
8,0,0,0,0,0,0,0,1,1,3,30
8,0,0,0,0,1,0,0,0,0,5,49
8,0,1,1,0,1,0,0,0,0,2,25
8,0,0,0,0,1,0,0,0,0,3,24
8,0,0,0,1,0,0,0,0,0,4,26
8,0,0,1,0,0,0,1,1,0,3,41
8,0,1,1,0,1,0,0,0,0,4,40
8,1,0,0,0,0,0,1,1,0,4,22
8,0,0,1,1,0,0,1,0,0,3,26
8,0,1,0,0,1,0,0,0,0,3,51
8,0,1,0,1,1,0,0,0,0,3,26
8,0,0,0,1,0,0,0,0,1,5,45
8,0,0,0,0,0,0,1,0,0,3,48
8,0,0,0,1,1,0,0,0,1,4,38
8,0,0,1,0,0,0,0,0,0,3,51
8,0,1,0,0,0,0,0,0,0,4,36
8,0,0,1,0,1,0,1,0,0,4,37
8,0,0,0,0,0,0,0,0,0,2,25
8,0,0,0,0,0,0,0,1,0,5,46
8,0,0,1,0,1,1,1,0,0,4,29
8,0,0,0,0,0,0,0,0,0,5,36
8,0,1,0,0,0,0,0,0,0,4,69
8,0,0,1,1,0,0,1,0,0,3,31
8,0,1,1,0,1,0,0,0,0,2,23
8,1,0,0,0,0,0,0,0,0,4,59
8,0,0,0,1,0,0,0,0,1,4,46
8,0,0,1,1,0,0,0,0,0,5,51
8,0,1,0,1,1,0,0,0,0,4,31
8,0,0,1,0,0,0,0,0,1,2,67
8,1,1,0,0,1,0,0,0,0,4,65
8,0,0,1,0,0,0,0,0,0,3,35
8,0,0,0,0,1,0,0,0,0,5,33
8,0,0,1,0,1,0,0,1,0,4,27
8,0,0,0,0,1,0,0,0,0,2,30
8,0,1,0,0,1,0,0,0,0,3,27
8,0,0,0,0,1,1,1,0,0,5,27
8,1,1,0,0,1,0,0,0,0,4,47
9,0,0,0,0,0,0,0,0,1,3,42
9,0,1,0,0,0,0,0,0,0,4,22
9,0,1,0,0,0,0,0,0,1,4,25
9,0,0,0,0,1,0,0,0,0,4,51
9,0,0,0,1,1,0,0,0,0,3,82
9,0,0,1,1,0,0,0,0,1,3,33
9,0,0,1,0,1,0,0,0,0,5,25
9,0,1,1,0,0,0,0,0,1,3,37
9,1,0,0,0,0,1,0,0,1,3,24
